65	0
66	0
70	0
75	0
76	0
17	0
20	0
86	0
87	0
91	0
92	0
27	0
95	0
96	0
97	0
36	0
44	0
48	0
112	0
113	0
56	0
57	0
58	0
59	0
62	0
63	0
0	1
4	1
69	1
68	1
7	1
8	1
9	1
11	1
77	1
78	1
16	1
21	1
22	1
23	1
24	1
90	1
28	1
93	1
104	1
41	1
108	1
111	1
50	1
51	1
34	2
99	2
38	2
71	2
42	2
43	2
12	2
14	2
18	2
85	2
54	2
26	2
61	2
31	2
98	3
3	3
5	3
102	3
72	3
40	3
10	3
74	3
107	3
81	3
52	3
84	3
32	4
64	4
2	4
100	4
6	4
39	4
106	4
13	4
15	4
47	4
60	4
35	5
101	5
79	5
80	5
82	5
19	5
55	5
94	5
29	5
30	5
33	6
1	6
37	6
103	6
105	6
109	6
45	6
89	6
25	6
67	7
73	7
46	7
110	7
49	7
114	7
83	7
53	7
88	7
